,raw_positives,7-day_avg
2020-01-22,0.0,0.0
2020-01-23,0.0,0.0
2020-01-24,0.0,0.0
2020-01-25,0.0,0.0
2020-01-26,0.0,0.0
2020-01-27,0.0,0.0
2020-01-28,0.0,0.0
2020-01-29,0.0,0.0
2020-01-30,0.0,0.0
2020-01-31,0.0,0.0
2020-02-01,0.0,0.0
2020-02-02,0.0,0.0
2020-02-03,0.0,0.0
2020-02-04,0.0,0.0
2020-02-05,0.0,0.0
2020-02-06,0.0,0.0
2020-02-07,0.0,0.0
2020-02-08,0.0,0.0
2020-02-09,0.0,0.0
2020-02-10,0.0,0.0
2020-02-11,0.0,0.0
2020-02-12,0.0,0.0
2020-02-13,0.0,0.0
2020-02-14,0.0,0.0
2020-02-15,0.0,0.0
2020-02-16,0.0,0.0
2020-02-17,0.0,0.0
2020-02-18,0.0,0.0
2020-02-19,0.0,0.0
2020-02-20,0.0,0.0
2020-02-21,0.0,0.0
2020-02-22,0.0,0.0
2020-02-23,0.0,0.0
2020-02-24,0.0,0.0
2020-02-25,0.0,0.0
2020-02-26,0.0,0.0
2020-02-27,0.0,0.0
2020-02-28,0.0,0.0
2020-02-29,0.0,0.0
2020-03-01,0.0,0.0
2020-03-02,0.0,0.0
2020-03-03,0.0,0.0
2020-03-04,0.0,0.0
2020-03-05,0.0,0.0
2020-03-06,0.0,0.0
2020-03-07,0.0,0.0
2020-03-08,0.0,0.0
2020-03-09,0.0,0.0
2020-03-10,0.0,0.14285714285714285
2020-03-11,0.0,0.7142857142857143
2020-03-12,0.0,0.8571428571428571
2020-03-13,1.0,0.8571428571428571
2020-03-14,4.0,1.1428571428571428
2020-03-15,1.0,1.4285714285714286
2020-03-16,0.0,1.5714285714285714
2020-03-17,2.0,2.7142857142857144
2020-03-18,2.0,3.142857142857143
2020-03-19,1.0,4.0
2020-03-20,9.0,4.0
2020-03-21,7.0,6.142857142857143
2020-03-22,7.0,7.857142857142857
2020-03-23,0.0,11.285714285714286
2020-03-24,17.0,12.714285714285714
2020-03-25,14.0,14.571428571428571
2020-03-26,25.0,17.142857142857142
2020-03-27,19.0,19.571428571428573
2020-03-28,20.0,21.0
2020-03-29,25.0,20.428571428571427
